date,region,medicine,units_sold
2023-07-16,north,paracetamol,104
2023-07-16,north,metformin,165
2023-07-16,north,amlodipine,221
2023-07-16,north,salbutamol,177
2023-07-16,north,ors,205
2023-07-16,south,paracetamol,214
2023-07-16,south,metformin,200
2023-07-16,south,amlodipine,126
2023-07-16,south,salbutamol,118
2023-07-16,south,ors,273
2023-07-16,east,paracetamol,269
2023-07-16,east,metformin,107
2023-07-16,east,amlodipine,256
2023-07-16,east,salbutamol,265
2023-07-16,east,ors,209
2023-07-16,west,paracetamol,134
2023-07-16,west,metformin,118
2023-07-16,west,amlodipine,150
2023-07-16,west,salbutamol,85
2023-07-16,west,ors,269
2023-07-16,central,paracetamol,209
2023-07-16,central,metformin,236
2023-07-16,central,amlodipine,177
2023-07-16,central,salbutamol,237
2023-07-16,central,ors,136
2023-07-17,north,paracetamol,257
2023-07-17,north,metformin,291
2023-07-17,north,amlodipine,123
2023-07-17,north,salbutamol,142
2023-07-17,north,ors,293
2023-07-17,south,paracetamol,204
2023-07-17,south,metformin,148
2023-07-17,south,amlodipine,283
2023-07-17,south,salbutamol,286
2023-07-17,south,ors,73
2023-07-17,east,paracetamol,136
2023-07-17,east,metformin,116
2023-07-17,east,amlodipine,213
2023-07-17,east,salbutamol,286
2023-07-17,east,ors,191
2023-07-17,west,paracetamol,117
2023-07-17,west,metformin,221
2023-07-17,west,amlodipine,225
2023-07-17,west,salbutamol,155
2023-07-17,west,ors,168
2023-07-17,central,paracetamol,81
2023-07-17,central,metformin,297
2023-07-17,central,amlodipine,261
2023-07-17,central,salbutamol,169
2023-07-17,central,ors,194
2023-07-18,north,paracetamol,270
2023-07-18,north,metformin,234
2023-07-18,north,amlodipine,216
2023-07-18,north,salbutamol,209
2023-07-18,north,ors,245
2023-07-18,south,paracetamol,265
2023-07-18,south,metformin,285
2023-07-18,south,amlodipine,283
2023-07-18,south,salbutamol,179
2023-07-18,south,ors,127
2023-07-18,east,paracetamol,281
2023-07-18,east,metformin,219
2023-07-18,east,amlodipine,87
2023-07-18,east,salbutamol,104
2023-07-18,east,ors,232
2023-07-18,west,paracetamol,83
2023-07-18,west,metformin,95
2023-07-18,west,amlodipine,220
2023-07-18,west,salbutamol,179
2023-07-18,west,ors,213
2023-07-18,central,paracetamol,119
2023-07-18,central,metformin,85
2023-07-18,central,amlodipine,199
2023-07-18,central,salbutamol,118
2023-07-18,central,ors,215
2023-07-19,north,paracetamol,154
2023-07-19,north,metformin,103
2023-07-19,north,amlodipine,199
2023-07-19,north,salbutamol,161
2023-07-19,north,ors,252
2023-07-19,south,paracetamol,156
2023-07-19,south,metformin,297
2023-07-19,south,amlodipine,208
2023-07-19,south,salbutamol,102
2023-07-19,south,ors,166
2023-07-19,east,paracetamol,155
2023-07-19,east,metformin,142
2023-07-19,east,amlodipine,108
2023-07-19,east,salbutamol,146
2023-07-19,east,ors,135
2023-07-19,west,paracetamol,226
2023-07-19,west,metformin,76
2023-07-19,west,amlodipine,121
2023-07-19,west,salbutamol,171
2023-07-19,west,ors,289
2023-07-19,central,paracetamol,234
2023-07-19,central,metformin,183
2023-07-19,central,amlodipine,223
2023-07-19,central,salbutamol,74
2023-07-19,central,ors,147
2023-07-20,north,paracetamol,186
2023-07-20,north,metformin,113
2023-07-20,north,amlodipine,277
2023-07-20,north,salbutamol,208
2023-07-20,north,ors,196
2023-07-20,south,paracetamol,162
2023-07-20,south,metformin,114
2023-07-20,south,amlodipine,265
2023-07-20,south,salbutamol,147
2023-07-20,south,ors,194
2023-07-20,east,paracetamol,83
2023-07-20,east,metformin,276
2023-07-20,east,amlodipine,213
2023-07-20,east,salbutamol,190
2023-07-20,east,ors,108
2023-07-20,west,paracetamol,138
2023-07-20,west,metformin,296
2023-07-20,west,amlodipine,125
2023-07-20,west,salbutamol,198
2023-07-20,west,ors,150
2023-07-20,central,paracetamol,159
2023-07-20,central,metformin,279
2023-07-20,central,amlodipine,242
2023-07-20,central,salbutamol,289
2023-07-20,central,ors,55
2023-07-21,north,paracetamol,286
2023-07-21,north,metformin,158
2023-07-21,north,amlodipine,60
2023-07-21,north,salbutamol,129
2023-07-21,north,ors,199
2023-07-21,south,paracetamol,287
2023-07-21,south,metformin,188
2023-07-21,south,amlodipine,214
2023-07-21,south,salbutamol,75
2023-07-21,south,ors,234
2023-07-21,east,paracetamol,203
2023-07-21,east,metformin,155
2023-07-21,east,amlodipine,198
2023-07-21,east,salbutamol,234
2023-07-21,east,ors,203
2023-07-21,west,paracetamol,64
2023-07-21,west,metformin,152
2023-07-21,west,amlodipine,240
2023-07-21,west,salbutamol,212
2023-07-21,west,ors,188
2023-07-21,central,paracetamol,250
2023-07-21,central,metformin,155
2023-07-21,central,amlodipine,264
2023-07-21,central,salbutamol,117
2023-07-21,central,ors,271
2023-07-22,north,paracetamol,269
2023-07-22,north,metformin,138
2023-07-22,north,amlodipine,263
2023-07-22,north,salbutamol,266
2023-07-22,north,ors,293
2023-07-22,south,paracetamol,267
2023-07-22,south,metformin,227
2023-07-22,south,amlodipine,78
2023-07-22,south,salbutamol,287
2023-07-22,south,ors,113
2023-07-22,east,paracetamol,218
2023-07-22,east,metformin,145
2023-07-22,east,amlodipine,203
2023-07-22,east,salbutamol,77
2023-07-22,east,ors,133
2023-07-22,west,paracetamol,225
2023-07-22,west,metformin,243
2023-07-22,west,amlodipine,72
2023-07-22,west,salbutamol,88
2023-07-22,west,ors,118
2023-07-22,central,paracetamol,70
2023-07-22,central,metformin,169
2023-07-22,central,amlodipine,135
2023-07-22,central,salbutamol,226
2023-07-22,central,ors,252
2023-07-23,north,paracetamol,143
2023-07-23,north,metformin,141
2023-07-23,north,amlodipine,213
2023-07-23,north,salbutamol,130
2023-07-23,north,ors,134
2023-07-23,south,paracetamol,214
2023-07-23,south,metformin,277
2023-07-23,south,amlodipine,176
2023-07-23,south,salbutamol,266
2023-07-23,south,ors,137
2023-07-23,east,paracetamol,143
2023-07-23,east,metformin,177
2023-07-23,east,amlodipine,91
2023-07-23,east,salbutamol,239
2023-07-23,east,ors,148
2023-07-23,west,paracetamol,262
2023-07-23,west,metformin,183
2023-07-23,west,amlodipine,262
2023-07-23,west,salbutamol,185
2023-07-23,west,ors,118
2023-07-23,central,paracetamol,89
2023-07-23,central,metformin,187
2023-07-23,central,amlodipine,80
2023-07-23,central,salbutamol,299
2023-07-23,central,ors,79
2023-07-24,north,paracetamol,228
2023-07-24,north,metformin,134
2023-07-24,north,amlodipine,213
2023-07-24,north,salbutamol,110
2023-07-24,north,ors,76
2023-07-24,south,paracetamol,279
2023-07-24,south,metformin,84
2023-07-24,south,amlodipine,109
2023-07-24,south,salbutamol,81
2023-07-24,south,ors,139
2023-07-24,east,paracetamol,181
2023-07-24,east,metformin,140
2023-07-24,east,amlodipine,149
2023-07-24,east,salbutamol,278
2023-07-24,east,ors,76
2023-07-24,west,paracetamol,96
2023-07-24,west,metformin,289
2023-07-24,west,amlodipine,183
2023-07-24,west,salbutamol,259
2023-07-24,west,ors,75
2023-07-24,central,paracetamol,285
2023-07-24,central,metformin,73
2023-07-24,central,amlodipine,293
2023-07-24,central,salbutamol,248
2023-07-24,central,ors,168
2023-07-25,north,paracetamol,93
2023-07-25,north,metformin,191
2023-07-25,north,amlodipine,190
2023-07-25,north,salbutamol,203
2023-07-25,north,ors,92
2023-07-25,south,paracetamol,92
2023-07-25,south,metformin,115
2023-07-25,south,amlodipine,159
2023-07-25,south,salbutamol,160
2023-07-25,south,ors,264
2023-07-25,east,paracetamol,205
2023-07-25,east,metformin,50
2023-07-25,east,amlodipine,273
2023-07-25,east,salbutamol,189
2023-07-25,east,ors,159
2023-07-25,west,paracetamol,227
2023-07-25,west,metformin,230
2023-07-25,west,amlodipine,297
2023-07-25,west,salbutamol,109
2023-07-25,west,ors,232
2023-07-25,central,paracetamol,212
2023-07-25,central,metformin,238
2023-07-25,central,amlodipine,75
2023-07-25,central,salbutamol,208
2023-07-25,central,ors,106
2023-07-26,north,paracetamol,189
2023-07-26,north,metformin,270
2023-07-26,north,amlodipine,182
2023-07-26,north,salbutamol,276
2023-07-26,north,ors,184
2023-07-26,south,paracetamol,193
2023-07-26,south,metformin,273
2023-07-26,south,amlodipine,101
2023-07-26,south,salbutamol,130
2023-07-26,south,ors,198
2023-07-26,east,paracetamol,76
2023-07-26,east,metformin,281
2023-07-26,east,amlodipine,160
2023-07-26,east,salbutamol,165
2023-07-26,east,ors,128
2023-07-26,west,paracetamol,72
2023-07-26,west,metformin,176
2023-07-26,west,amlodipine,249
2023-07-26,west,salbutamol,74
2023-07-26,west,ors,188
2023-07-26,central,paracetamol,112
2023-07-26,central,metformin,234
2023-07-26,central,amlodipine,134
2023-07-26,central,salbutamol,231
2023-07-26,central,ors,168
2023-07-27,north,paracetamol,59
2023-07-27,north,metformin,227
2023-07-27,north,amlodipine,250
2023-07-27,north,salbutamol,161
2023-07-27,north,ors,178
2023-07-27,south,paracetamol,263
2023-07-27,south,metformin,119
2023-07-27,south,amlodipine,207
2023-07-27,south,salbutamol,104
2023-07-27,south,ors,147
2023-07-27,east,paracetamol,254
2023-07-27,east,metformin,135
2023-07-27,east,amlodipine,183
2023-07-27,east,salbutamol,154
2023-07-27,east,ors,287
2023-07-27,west,paracetamol,73
2023-07-27,west,metformin,134
2023-07-27,west,amlodipine,152
2023-07-27,west,salbutamol,264
2023-07-27,west,ors,182
2023-07-27,central,paracetamol,184
2023-07-27,central,metformin,180
2023-07-27,central,amlodipine,296
2023-07-27,central,salbutamol,190
2023-07-27,central,ors,231
2023-07-28,north,paracetamol,240
2023-07-28,north,metformin,125
2023-07-28,north,amlodipine,183
2023-07-28,north,salbutamol,147
2023-07-28,north,ors,256
2023-07-28,south,paracetamol,96
2023-07-28,south,metformin,259
2023-07-28,south,amlodipine,104
2023-07-28,south,salbutamol,98
2023-07-28,south,ors,234
2023-07-28,east,paracetamol,52
2023-07-28,east,metformin,71
2023-07-28,east,amlodipine,84
2023-07-28,east,salbutamol,77
2023-07-28,east,ors,282
2023-07-28,west,paracetamol,219
2023-07-28,west,metformin,189
2023-07-28,west,amlodipine,296
2023-07-28,west,salbutamol,178
2023-07-28,west,ors,149
2023-07-28,central,paracetamol,271
2023-07-28,central,metformin,166
2023-07-28,central,amlodipine,296
2023-07-28,central,salbutamol,72
2023-07-28,central,ors,150
2023-07-29,north,paracetamol,77
2023-07-29,north,metformin,162
2023-07-29,north,amlodipine,166
2023-07-29,north,salbutamol,246
2023-07-29,north,ors,213
2023-07-29,south,paracetamol,174
2023-07-29,south,metformin,103
2023-07-29,south,amlodipine,224
2023-07-29,south,salbutamol,105
2023-07-29,south,ors,59
2023-07-29,east,paracetamol,182
2023-07-29,east,metformin,191
2023-07-29,east,amlodipine,201
2023-07-29,east,salbutamol,240
2023-07-29,east,ors,77
2023-07-29,west,paracetamol,70
2023-07-29,west,metformin,286
2023-07-29,west,amlodipine,292
2023-07-29,west,salbutamol,281
2023-07-29,west,ors,125
2023-07-29,central,paracetamol,69
2023-07-29,central,metformin,239
2023-07-29,central,amlodipine,164
2023-07-29,central,salbutamol,145
2023-07-29,central,ors,100
2023-07-30,north,paracetamol,151
2023-07-30,north,metformin,89
2023-07-30,north,amlodipine,283
2023-07-30,north,salbutamol,134
2023-07-30,north,ors,130
2023-07-30,south,paracetamol,242
2023-07-30,south,metformin,164
2023-07-30,south,amlodipine,157
2023-07-30,south,salbutamol,205
2023-07-30,south,ors,231
2023-07-30,east,paracetamol,51
2023-07-30,east,metformin,258
2023-07-30,east,amlodipine,280
2023-07-30,east,salbutamol,63
2023-07-30,east,ors,63
2023-07-30,west,paracetamol,93
2023-07-30,west,metformin,289
2023-07-30,west,amlodipine,259
2023-07-30,west,salbutamol,89
2023-07-30,west,ors,83
2023-07-30,central,paracetamol,284
2023-07-30,central,metformin,114
2023-07-30,central,amlodipine,283
2023-07-30,central,salbutamol,67
2023-07-30,central,ors,161
2023-07-31,north,paracetamol,83
2023-07-31,north,metformin,136
2023-07-31,north,amlodipine,226
2023-07-31,north,salbutamol,129
2023-07-31,north,ors,260
2023-07-31,south,paracetamol,278
2023-07-31,south,metformin,173
2023-07-31,south,amlodipine,232
2023-07-31,south,salbutamol,111
2023-07-31,south,ors,177
2023-07-31,east,paracetamol,119
2023-07-31,east,metformin,201
2023-07-31,east,amlodipine,258
2023-07-31,east,salbutamol,97
2023-07-31,east,ors,129
2023-07-31,west,paracetamol,88
2023-07-31,west,metformin,225
2023-07-31,west,amlodipine,282
2023-07-31,west,salbutamol,296
2023-07-31,west,ors,119
2023-07-31,central,paracetamol,129
2023-07-31,central,metformin,58
2023-07-31,central,amlodipine,78
2023-07-31,central,salbutamol,245
2023-07-31,central,ors,237
2023-08-01,north,paracetamol,203
2023-08-01,north,metformin,167
2023-08-01,north,amlodipine,215
2023-08-01,north,salbutamol,111
2023-08-01,north,ors,203
2023-08-01,south,paracetamol,191
2023-08-01,south,metformin,276
2023-08-01,south,amlodipine,296
2023-08-01,south,salbutamol,226
2023-08-01,south,ors,92
2023-08-01,east,paracetamol,137
2023-08-01,east,metformin,57
2023-08-01,east,amlodipine,217
2023-08-01,east,salbutamol,74
2023-08-01,east,ors,240
2023-08-01,west,paracetamol,181
2023-08-01,west,metformin,64
2023-08-01,west,amlodipine,65
2023-08-01,west,salbutamol,103
2023-08-01,west,ors,176
2023-08-01,central,paracetamol,60
2023-08-01,central,metformin,77
2023-08-01,central,amlodipine,56
2023-08-01,central,salbutamol,163
2023-08-01,central,ors,177
2023-08-02,north,paracetamol,87
2023-08-02,north,metformin,201
2023-08-02,north,amlodipine,272
2023-08-02,north,salbutamol,117
2023-08-02,north,ors,86
2023-08-02,south,paracetamol,169
2023-08-02,south,metformin,84
2023-08-02,south,amlodipine,183
2023-08-02,south,salbutamol,159
2023-08-02,south,ors,210
2023-08-02,east,paracetamol,165
2023-08-02,east,metformin,273
2023-08-02,east,amlodipine,159
2023-08-02,east,salbutamol,151
2023-08-02,east,ors,148
2023-08-02,west,paracetamol,258
2023-08-02,west,metformin,231
2023-08-02,west,amlodipine,273
2023-08-02,west,salbutamol,191
2023-08-02,west,ors,196
2023-08-02,central,paracetamol,265
2023-08-02,central,metformin,280
2023-08-02,central,amlodipine,188
2023-08-02,central,salbutamol,120
2023-08-02,central,ors,222
2023-08-03,north,paracetamol,237
2023-08-03,north,metformin,137
2023-08-03,north,amlodipine,296
2023-08-03,north,salbutamol,294
2023-08-03,north,ors,235
2023-08-03,south,paracetamol,137
2023-08-03,south,metformin,127
2023-08-03,south,amlodipine,201
2023-08-03,south,salbutamol,60
2023-08-03,south,ors,249
2023-08-03,east,paracetamol,176
2023-08-03,east,metformin,221
2023-08-03,east,amlodipine,128
2023-08-03,east,salbutamol,283
2023-08-03,east,ors,295
2023-08-03,west,paracetamol,243
2023-08-03,west,metformin,265
2023-08-03,west,amlodipine,222
2023-08-03,west,salbutamol,123
2023-08-03,west,ors,209
2023-08-03,central,paracetamol,66
2023-08-03,central,metformin,298
2023-08-03,central,amlodipine,298
2023-08-03,central,salbutamol,231
2023-08-03,central,ors,187
2023-08-04,north,paracetamol,263
2023-08-04,north,metformin,55
2023-08-04,north,amlodipine,268
2023-08-04,north,salbutamol,197
2023-08-04,north,ors,50
2023-08-04,south,paracetamol,113
2023-08-04,south,metformin,258
2023-08-04,south,amlodipine,50
2023-08-04,south,salbutamol,150
2023-08-04,south,ors,238
2023-08-04,east,paracetamol,256
2023-08-04,east,metformin,296
2023-08-04,east,amlodipine,50
2023-08-04,east,salbutamol,258
2023-08-04,east,ors,223
2023-08-04,west,paracetamol,158
2023-08-04,west,metformin,109
2023-08-04,west,amlodipine,92
2023-08-04,west,salbutamol,221
2023-08-04,west,ors,87
2023-08-04,central,paracetamol,156
2023-08-04,central,metformin,51
2023-08-04,central,amlodipine,131
2023-08-04,central,salbutamol,189
2023-08-04,central,ors,270
2023-08-05,north,paracetamol,200
2023-08-05,north,metformin,160
2023-08-05,north,amlodipine,58
2023-08-05,north,salbutamol,185
2023-08-05,north,ors,227
2023-08-05,south,paracetamol,129
2023-08-05,south,metformin,111
2023-08-05,south,amlodipine,72
2023-08-05,south,salbutamol,294
2023-08-05,south,ors,142
2023-08-05,east,paracetamol,108
2023-08-05,east,metformin,59
2023-08-05,east,amlodipine,189
2023-08-05,east,salbutamol,239
2023-08-05,east,ors,174
2023-08-05,west,paracetamol,165
2023-08-05,west,metformin,253
2023-08-05,west,amlodipine,207
2023-08-05,west,salbutamol,123
2023-08-05,west,ors,255
2023-08-05,central,paracetamol,245
2023-08-05,central,metformin,224
2023-08-05,central,amlodipine,261
2023-08-05,central,salbutamol,90
2023-08-05,central,ors,152
2023-08-06,north,paracetamol,56
2023-08-06,north,metformin,143
2023-08-06,north,amlodipine,165
2023-08-06,north,salbutamol,154
2023-08-06,north,ors,265
2023-08-06,south,paracetamol,251
2023-08-06,south,metformin,101
2023-08-06,south,amlodipine,94
2023-08-06,south,salbutamol,87
2023-08-06,south,ors,213
2023-08-06,east,paracetamol,130
2023-08-06,east,metformin,134
2023-08-06,east,amlodipine,107
2023-08-06,east,salbutamol,95
2023-08-06,east,ors,172
2023-08-06,west,paracetamol,244
2023-08-06,west,metformin,242
2023-08-06,west,amlodipine,195
2023-08-06,west,salbutamol,179
2023-08-06,west,ors,153
2023-08-06,central,paracetamol,161
2023-08-06,central,metformin,181
2023-08-06,central,amlodipine,145
2023-08-06,central,salbutamol,132
2023-08-06,central,ors,261
2023-08-07,north,paracetamol,219
2023-08-07,north,metformin,98
2023-08-07,north,amlodipine,226
2023-08-07,north,salbutamol,166
2023-08-07,north,ors,184
2023-08-07,south,paracetamol,58
2023-08-07,south,metformin,248
2023-08-07,south,amlodipine,76
2023-08-07,south,salbutamol,198
2023-08-07,south,ors,84
2023-08-07,east,paracetamol,137
2023-08-07,east,metformin,273
2023-08-07,east,amlodipine,253
2023-08-07,east,salbutamol,264
2023-08-07,east,ors,213
2023-08-07,west,paracetamol,290
2023-08-07,west,metformin,142
2023-08-07,west,amlodipine,116
2023-08-07,west,salbutamol,92
2023-08-07,west,ors,57
2023-08-07,central,paracetamol,275
2023-08-07,central,metformin,170
2023-08-07,central,amlodipine,127
2023-08-07,central,salbutamol,85
2023-08-07,central,ors,176
2023-08-08,north,paracetamol,97
2023-08-08,north,metformin,223
2023-08-08,north,amlodipine,209
2023-08-08,north,salbutamol,184
2023-08-08,north,ors,123
2023-08-08,south,paracetamol,189
2023-08-08,south,metformin,104
2023-08-08,south,amlodipine,281
2023-08-08,south,salbutamol,72
2023-08-08,south,ors,252
2023-08-08,east,paracetamol,229
2023-08-08,east,metformin,62
2023-08-08,east,amlodipine,253
2023-08-08,east,salbutamol,248
2023-08-08,east,ors,102
2023-08-08,west,paracetamol,112
2023-08-08,west,metformin,285
2023-08-08,west,amlodipine,123
2023-08-08,west,salbutamol,248
2023-08-08,west,ors,100
2023-08-08,central,paracetamol,235
2023-08-08,central,metformin,204
2023-08-08,central,amlodipine,56
2023-08-08,central,salbutamol,168
2023-08-08,central,ors,99
2023-08-09,north,paracetamol,201
2023-08-09,north,metformin,136
2023-08-09,north,amlodipine,202
2023-08-09,north,salbutamol,93
2023-08-09,north,ors,85
2023-08-09,south,paracetamol,234
2023-08-09,south,metformin,146
2023-08-09,south,amlodipine,214
2023-08-09,south,salbutamol,283
2023-08-09,south,ors,152
2023-08-09,east,paracetamol,229
2023-08-09,east,metformin,174
2023-08-09,east,amlodipine,240
2023-08-09,east,salbutamol,56
2023-08-09,east,ors,143
2023-08-09,west,paracetamol,237
2023-08-09,west,metformin,272
2023-08-09,west,amlodipine,170
2023-08-09,west,salbutamol,158
2023-08-09,west,ors,287
2023-08-09,central,paracetamol,86
2023-08-09,central,metformin,70
2023-08-09,central,amlodipine,147
2023-08-09,central,salbutamol,95
2023-08-09,central,ors,70
2023-08-10,north,paracetamol,281
2023-08-10,north,metformin,261
2023-08-10,north,amlodipine,147
2023-08-10,north,salbutamol,121
2023-08-10,north,ors,145
2023-08-10,south,paracetamol,101
2023-08-10,south,metformin,271
2023-08-10,south,amlodipine,78
2023-08-10,south,salbutamol,118
2023-08-10,south,ors,271
2023-08-10,east,paracetamol,253
2023-08-10,east,metformin,216
2023-08-10,east,amlodipine,76
2023-08-10,east,salbutamol,294
2023-08-10,east,ors,254
2023-08-10,west,paracetamol,160
2023-08-10,west,metformin,187
2023-08-10,west,amlodipine,85
2023-08-10,west,salbutamol,144
2023-08-10,west,ors,65
2023-08-10,central,paracetamol,280
2023-08-10,central,metformin,286
2023-08-10,central,amlodipine,213
2023-08-10,central,salbutamol,139
2023-08-10,central,ors,157
2023-08-11,north,paracetamol,133
2023-08-11,north,metformin,211
2023-08-11,north,amlodipine,214
2023-08-11,north,salbutamol,249
2023-08-11,north,ors,117
2023-08-11,south,paracetamol,108
2023-08-11,south,metformin,206
2023-08-11,south,amlodipine,80
2023-08-11,south,salbutamol,115
2023-08-11,south,ors,138
2023-08-11,east,paracetamol,279
2023-08-11,east,metformin,52
2023-08-11,east,amlodipine,287
2023-08-11,east,salbutamol,283
2023-08-11,east,ors,156
2023-08-11,west,paracetamol,118
2023-08-11,west,metformin,71
2023-08-11,west,amlodipine,129
2023-08-11,west,salbutamol,250
2023-08-11,west,ors,102
2023-08-11,central,paracetamol,225
2023-08-11,central,metformin,250
2023-08-11,central,amlodipine,290
2023-08-11,central,salbutamol,125
2023-08-11,central,ors,224
2023-08-12,north,paracetamol,91
2023-08-12,north,metformin,53
2023-08-12,north,amlodipine,162
2023-08-12,north,salbutamol,259
2023-08-12,north,ors,259
2023-08-12,south,paracetamol,91
2023-08-12,south,metformin,220
2023-08-12,south,amlodipine,294
2023-08-12,south,salbutamol,146
2023-08-12,south,ors,219
2023-08-12,east,paracetamol,175
2023-08-12,east,metformin,52
2023-08-12,east,amlodipine,236
2023-08-12,east,salbutamol,279
2023-08-12,east,ors,130
2023-08-12,west,paracetamol,253
2023-08-12,west,metformin,188
2023-08-12,west,amlodipine,130
2023-08-12,west,salbutamol,212
2023-08-12,west,ors,154
2023-08-12,central,paracetamol,227
2023-08-12,central,metformin,240
2023-08-12,central,amlodipine,173
2023-08-12,central,salbutamol,247
2023-08-12,central,ors,148
2023-08-13,north,paracetamol,55
2023-08-13,north,metformin,81
2023-08-13,north,amlodipine,60
2023-08-13,north,salbutamol,92
2023-08-13,north,ors,88
2023-08-13,south,paracetamol,190
2023-08-13,south,metformin,62
2023-08-13,south,amlodipine,88
2023-08-13,south,salbutamol,223
2023-08-13,south,ors,211
2023-08-13,east,paracetamol,244
2023-08-13,east,metformin,209
2023-08-13,east,amlodipine,117
2023-08-13,east,salbutamol,153
2023-08-13,east,ors,294
2023-08-13,west,paracetamol,114
2023-08-13,west,metformin,250
2023-08-13,west,amlodipine,162
2023-08-13,west,salbutamol,291
2023-08-13,west,ors,56
2023-08-13,central,paracetamol,268
2023-08-13,central,metformin,52
2023-08-13,central,amlodipine,135
2023-08-13,central,salbutamol,257
2023-08-13,central,ors,249
2023-08-14,north,paracetamol,246
2023-08-14,north,metformin,98
2023-08-14,north,amlodipine,107
2023-08-14,north,salbutamol,271
2023-08-14,north,ors,77
2023-08-14,south,paracetamol,164
2023-08-14,south,metformin,204
2023-08-14,south,amlodipine,291
2023-08-14,south,salbutamol,71
2023-08-14,south,ors,143
2023-08-14,east,paracetamol,150
2023-08-14,east,metformin,120
2023-08-14,east,amlodipine,163
2023-08-14,east,salbutamol,271
2023-08-14,east,ors,62
2023-08-14,west,paracetamol,199
2023-08-14,west,metformin,252
2023-08-14,west,amlodipine,54
2023-08-14,west,salbutamol,71
2023-08-14,west,ors,256
2023-08-14,central,paracetamol,176
2023-08-14,central,metformin,102
2023-08-14,central,amlodipine,88
2023-08-14,central,salbutamol,86
2023-08-14,central,ors,80
2023-08-15,north,paracetamol,111
2023-08-15,north,metformin,270
2023-08-15,north,amlodipine,152
2023-08-15,north,salbutamol,130
2023-08-15,north,ors,176
2023-08-15,south,paracetamol,282
2023-08-15,south,metformin,55
2023-08-15,south,amlodipine,154
2023-08-15,south,salbutamol,130
2023-08-15,south,ors,211
2023-08-15,east,paracetamol,136
2023-08-15,east,metformin,101
2023-08-15,east,amlodipine,207
2023-08-15,east,salbutamol,62
2023-08-15,east,ors,235
2023-08-15,west,paracetamol,271
2023-08-15,west,metformin,290
2023-08-15,west,amlodipine,102
2023-08-15,west,salbutamol,197
2023-08-15,west,ors,183
2023-08-15,central,paracetamol,104
2023-08-15,central,metformin,208
2023-08-15,central,amlodipine,108
2023-08-15,central,salbutamol,196
2023-08-15,central,ors,247
2023-08-16,north,paracetamol,147
2023-08-16,north,metformin,205
2023-08-16,north,amlodipine,299
2023-08-16,north,salbutamol,190
2023-08-16,north,ors,229
2023-08-16,south,paracetamol,123
2023-08-16,south,metformin,110
2023-08-16,south,amlodipine,218
2023-08-16,south,salbutamol,94
2023-08-16,south,ors,184
2023-08-16,east,paracetamol,259
2023-08-16,east,metformin,135
2023-08-16,east,amlodipine,63
2023-08-16,east,salbutamol,85
2023-08-16,east,ors,57
2023-08-16,west,paracetamol,61
2023-08-16,west,metformin,217
2023-08-16,west,amlodipine,289
2023-08-16,west,salbutamol,274
2023-08-16,west,ors,265
2023-08-16,central,paracetamol,155
2023-08-16,central,metformin,280
2023-08-16,central,amlodipine,239
2023-08-16,central,salbutamol,191
2023-08-16,central,ors,226
2023-08-17,north,paracetamol,100
2023-08-17,north,metformin,239
2023-08-17,north,amlodipine,54
2023-08-17,north,salbutamol,260
2023-08-17,north,ors,244
2023-08-17,south,paracetamol,50
2023-08-17,south,metformin,153
2023-08-17,south,amlodipine,154
2023-08-17,south,salbutamol,150
2023-08-17,south,ors,177
2023-08-17,east,paracetamol,146
2023-08-17,east,metformin,98
2023-08-17,east,amlodipine,298
2023-08-17,east,salbutamol,287
2023-08-17,east,ors,194
2023-08-17,west,paracetamol,250
2023-08-17,west,metformin,144
2023-08-17,west,amlodipine,84
2023-08-17,west,salbutamol,244
2023-08-17,west,ors,62
2023-08-17,central,paracetamol,165
2023-08-17,central,metformin,214
2023-08-17,central,amlodipine,87
2023-08-17,central,salbutamol,127
2023-08-17,central,ors,183
2023-08-18,north,paracetamol,299
2023-08-18,north,metformin,270
2023-08-18,north,amlodipine,112
2023-08-18,north,salbutamol,298
2023-08-18,north,ors,226
2023-08-18,south,paracetamol,58
2023-08-18,south,metformin,213
2023-08-18,south,amlodipine,72
2023-08-18,south,salbutamol,128
2023-08-18,south,ors,167
2023-08-18,east,paracetamol,234
2023-08-18,east,metformin,227
2023-08-18,east,amlodipine,288
2023-08-18,east,salbutamol,108
2023-08-18,east,ors,163
2023-08-18,west,paracetamol,184
2023-08-18,west,metformin,96
2023-08-18,west,amlodipine,138
2023-08-18,west,salbutamol,278
2023-08-18,west,ors,136
2023-08-18,central,paracetamol,124
2023-08-18,central,metformin,233
2023-08-18,central,amlodipine,287
2023-08-18,central,salbutamol,185
2023-08-18,central,ors,85
2023-08-19,north,paracetamol,219
2023-08-19,north,metformin,88
2023-08-19,north,amlodipine,114
2023-08-19,north,salbutamol,293
2023-08-19,north,ors,93
2023-08-19,south,paracetamol,126
2023-08-19,south,metformin,129
2023-08-19,south,amlodipine,223
2023-08-19,south,salbutamol,190
2023-08-19,south,ors,86
2023-08-19,east,paracetamol,63
2023-08-19,east,metformin,171
2023-08-19,east,amlodipine,190
2023-08-19,east,salbutamol,287
2023-08-19,east,ors,189
2023-08-19,west,paracetamol,104
2023-08-19,west,metformin,205
2023-08-19,west,amlodipine,71
2023-08-19,west,salbutamol,133
2023-08-19,west,ors,288
2023-08-19,central,paracetamol,196
2023-08-19,central,metformin,252
2023-08-19,central,amlodipine,207
2023-08-19,central,salbutamol,231
